Full Title,Edition,Short Title,Series,Creator,Contributors,Publication Date,Map Publisher,Subject,Continent,Country,State/Province,Region,County,City,Notes,Local Note,Contents,Essay Description of Item,Type (RDA),Type (DCMI),Genre,Color/B&W,Scale,Bounding Box,Original Collection,Primo Record Permalink,Original Item Description,Original Item ID,Language,Repository,Digital Publisher,Rights,Digital ID,Digital Format,Digital Collection,NB,Accessible Alt Text,Cataloger,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
Cuba.,,Cuba 1992,,United States. Central Intelligence Agency.,,1992;,"Washington, D.C. : Central Intelligence Agency;",Cuba -- Maps.;,North and Central America;,Cuba;,,,,,"""801754 (R00014) 4-92.""; Shipping list no.: 92-0673-P.; Includes comparative area map and insets of ""Central Havana"" and ""U.S. Naval Base Guantanamo Bay.""; Gazetteer on verso.;",,"Includes comparative area map and insets of Central Havana at 1:30,000 and U.S. Naval Base Guantanamo Bay at 1:165,00. Gazetteer on verso.;",,cartographic image,still image,Maps,Color;,"1:1,000,000 ; Lambert conformal conic proj., standard parallels, 20°N and 22°N (W 85°--W 74°/N 25°--N 18°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1dmapte/alma998525253402124,1 map : color ; 89 x 120 cm;,233 B-[1992],English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030419 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,DP,2023-12-04,2024-05-07,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34524,34524,34530.cpd,/agdm/image/34530.cpd
"Indian lands of federally recognized tribes of the United States : 1885 and 2016 comparison / Bureau of Indian Affairs, Department of the Interior Office of Trust Services.",,United States 2016,,United States. Bureau of Indian Affairs. Office of Trust Services,,2016,"Washtington, D.C.] : Bureau of Indian Affairs, Department of the Interior Office of Trust Services",Indian reservations -- United States -- Maps ; Indians of North America -- Maps; United States -- Maps.,North and Central America;,United States,,,,,"Relief shown by shading and gradient tints. Shows American Indian Reservations for 1885 and 2016 with outline of boundaries for states and Regions (Northwest, Pacific, Western, Rocky Mountain, Southwest, Great Plains, Southern, Midwest, Eastern, and Alaska). ""May 2016""--Above legend. Includes table listing 53 federally recognized tribal entities. Inset: Native Entities in Alaska. Scale 1:9,750,000, which includes two insets: [Yukon and Kuskokwin Rivers area] (scale 1:2,850,000), and Annette Island (scale 1:935,000).",,,,cartographic image,still image,Maps,Color,"1:4,250,000 ; Lambert Azimuthal Equal Area, except for Alaska inset (W 121°30'--W 74°45'/N 48°30'--N 19°45').",,American Geographical Society Library - Maps,,"1 map : color ; 76 x 112 cm, on sheet 81 x 118 cm",https://www.bia.gov/sites/default/files/dup/assets/bia/ots/webteam/pdf/idc1-028635.pdf,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 2016 map divides U.S. federal tribal lands into Alaska's nine regional areas, listing each area's tribes.",,2024-05-06,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35025,35025,35029.pdf,/agdm/image/35029.pdf
"Profile of route by the Grand Portage and Pigeon River from Lake Superior to Rainy Lake ; Profile of route between Lake Superior and Rainy Lake by the Kaministiquia and Riviere la Seine / [signed] S.J. Dawson, C.E. in charge Red River Expedition.  Related titles  Related to : Dawson, S.J. (Simon James), 1820-1902. Report on the exploration of the country between Lake Superior and the Red River settlement. (Simon James), 1820-1902. Report on the exploration of the country between Lake Superior and the Red River settlement.",,,,"Dawson, S. J. (Simon James), 1820-1902",,1859,Canada : publisher not identified,"Nautical charts -- Ontario, Northern ; Nautical charts -- Superior, Lake, Region ; Nautical charts -- Rainy Lake Region (Minn. and Ont.) ; Portages -- Ontario, Northern -- Maps ; Portages -- Superior, Lake, Region -- Maps ; Portages -- Rainy Lake Region (Minn. and Ont.) -- Maps ; Ontario, Northern -- Maps ; Superior, Lake, Region -- Maps ; Rainy Lake Region (Minn. and Ont.) -- Maps ;",North and Central America;,Canada,,,,,"Summary  Elevation profiles of two routes connecting Lake Superior and Rainy Lake in northwestern Ontario, each via a series of waterways and portages.  Notes  Likely detached from: Dawson, S.J. (Simon James), 1820-1902, author. Report on the exploration of the country between Lake Superior and the Red River settlement : and between the latter place and the Assiniboine and Saskatchewan / by S.J. Dawson, Esquire, C.E.  Map theme: Land Use, Land Cover.  Related Work  Dawson, S. J. (Simon James), 1820-1902. Report on the exploration of the country between Lake Superior and the Red River settlement.",,,,cartographic image,Still image,Maps,Color,"Scale 1:253,440. 4 miles to 1 in. Vertical scale 1:2,400. 200 ft. to 1 in. (W 92°38ʹ--W 89°31ʹ/N 48°31ʹ--N 47°58ʹ).  Scale 1:253,440. 4 miles to 1 in. Vertical scale 1:2,400. 200 ft. to 1 in. (W 92°44ʹ--W 89°11ʹ/N 48°49ʹ--N 48°18ʹ).",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013994071202124,2 profiles on 1 sheet ; sheet 63 x 175 cm,141-c .N6 A-[1859?],English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030737 (s1-s2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2024-06-19,2024-06-19,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35210,35210,35225.cpd,/agdm/image/35225.cpd
"MacKinlay's map of the Province of Nova Scotia, including the island of Cape Breton : compiled from actual & recent surveys / drawn by W.A. Hendry",,Nova Scotia 1862,,A. & W. Mackinlay (Firm),"Hendry, W. A. ; Fleming, Sandford, Sir, 1827-1915 ; A. & W. MacKinlay (Firme) ; George Philip and Son, Ltd.;",1862,"Halifax, N.S. : A. & W. MacKinlay",Nova Scotia -- Maps;,North and Central America;,Canada,Nova Scotia,,,,"lso shows Prince Edward Island and part of New Brunswick.  Shows railroads, roads, roads with telegraph lines, counties, townships, and gold diggings.  Relief shown by hachures.  ""Engraved by G. Philip & Son, Liverpool.""",,,,cartographic image,Still image,Maps,Color;,"1:563,200 (W 66°24ʹ--W 59°42ʹ/N 47°03ʹ--N 43°24ʹ).",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013097133102124,"1 map : hand colored ; 75 x 97 cm, on sheet 80 x 100 cm",132 A-1862,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap028333 (c1 and c2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2024-06-19,2024-06-19,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35219,35219,35234.cpd,/agdm/image/35234.cpd
"Karta narodov Kitai︠a︡, MNR i Korei / sostavlena v 1958 g. Institutom ėtnografii imeni N.N. Miklukho-Maklai︠a︡ Akademii nauk SSSR i Nauchno-redakt︠s︡ionnoĭ kartosostavitelʹskoĭ chastʹi︠u︡ GUGK ; pod obshchim rukovodstvom P.E. Terlet︠s︡kogo ; avtorskiĭ original karty sostavlen S.I. Brukom ; redaktor E.A. Shishkin.      Vernacular Title  Карта народов Китая, МНР и Кореи / составлена в 1958 г. Институтом этнографии имени Н.Н. Миклухо-Маклая Академии наук СССР и Научно-редакционной картосоставительской частью ГУГК ; под общим руководством П.Е. Терлецкого ; авторский оригинал карты составлен С.И. Бруком ; редактор Е.А. Шишкин.",,China 1959,,Institut ėtnografii imeni N.N. Miklukho-Maklai︠a︡ = Институт этнографии имени Н.Н. Миклухо-Маклая,"Terlet︠s︡kiĭ, P. E.  ; Bruk, S. I. (Solomon Ilʹich) ; Soviet Union. Glavnoe upravlenie geodezii i kartografii ; Терлецкий, П. Е. ; Брук, Соломон Ильич ; Soviet Union. Главное управление геодезии и картографии ;",1959,"Moskva : Glavnoe upravlenie geodezii i kartografii MVD SSSR : Institut ėtnografii imeni N.N. Miklukho-Maklai︠a︡ Akademii nauk SSSR,",Ethnology -- China -- Maps ; Ethnology -- Mongolia -- Maps ; Ethnology -- Korea -- Maps ;,Asia;,China ; Mongolia ; Korea,,,,,"Accompanied by explanatory pamphlet with title: Naselenie Kitai︠a︡, MNR i Korei by S.I. Bruk.  Title from envelope in which issued.",,,,cartographic image,Still image,Maps,Color;,"1:5,000,000. 1 cm. = 50 km. (E 68°--E 140°/N 55°--N 16°)",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1dmapte/alma991014022872702124,1 map on 2 sheets : color ; 90 x 114 cm,460 C-1959,Russian,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030741 (s1-s2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2024-06-19,2024-06-19,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35235,35235,35250.cpd,/agdm/image/35250.cpd
"Title Xiang xing Zhonghua Minguo ren wu yu di quan tu = Map of China / compiled by John A. Diakoff, scientific collaborator of the former Russian Oriantalist's Society ; drawn by Mr. G. Primakoff ; engraved by Mr. P. Sergeeff ; approved by Department of Education of of the Three Eastern Provinces, Institute of Oriental and Commercial Sciences and Pedagogical Institute, Harbin ; recommended for use in middle and high schools. Vernacular Title 象形中華民國人物輿地全圖 = Map of China / compiled by John A. Diakoff, scientific collaborator of the former Russian Oriantalist's Society ; drawn by Mr. G. Primakoff ; engraved by Mr. P. Sergeeff ; approved by Department of Education of of the Three Eastern Provinces, Institute of Oriental and Commercial Sciences and Pedagogical Institute, Harbin ; recommended for use in middle and high schools.",,China 1931 2022,,"Primakoff, G. ;",,1931 ; 2022,"Harbin : Northern Trading Co. Ltd. & Mr. V.F. Yao-hsiun ; Norfolk, Virginia : HistoryFinePrints ; Harbin : Printed by the Lithography of the Northern Trading Co., Ltd.",China -- Maps;,Asia,China,,,,,"Enhanced reproduction of a map sold through Etsy. Acquired through the HistoryFinePrints at Etsy.com site, viewed 12/21/2022. Relief shown pictorially. Includes illustrations. Insets: January isotherms -- July isotherms.",,,,cartographic image,Still image,Maps,Color,"1:3,200,000. 32 km = 1 cm (E 75°--E 143°/N 50°--N 18°).",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013358664302124,1 map : color ; 61 x 92 cm,460 M-1931 [2022],English ; Chinese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030726,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1931 stylized China map highlights geography, cities, major rivers, transport networks, and cultural symbols.",,2024-06-19,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35253,35253,35218.jp2,/agdm/image/35218.jp2
Clothing recommendations for travel in China,,China 1984,,United States. Central Intelligence Agency,,1984,"Washington, D.C. : Central Intelligence Agency",China -- Maps ; Clothing and dress -- Maps ; Travelers -- Clothing -- China -- Maps ;,Asia,China,,,,,"Relief shown by shading. ""701929(541790)5-84.""",,,,cartographic image,Still image,Maps,Color;,"1:30,000,000 (E 73°29ʹ00ʺ--E 134°46ʹ00ʺ/N 53°33ʹ00ʺ--N 8°50ʹ00ʺ).",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma994868183402124,1 map : color ; sheet 28 x 22 cm.,460 I-1984,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030724,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1984 China map shows regional seasonal clothing tips.,,2024-06-19,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35254,35254,35215.jp2,/agdm/image/35215.jp2
"Cities of China, 1953",,China 1953 1973,"Geographical review ; v. 63, no. 1 (1973), pl. 2.",American Geographical Society of New York.,,1973,New York : American Geographical Society,China -- Population -- Maps ; Cities and towns -- China -- Population -- Maps ;,Asia,China,,,,,"Shows population of cities. ""The Geographical Review, vol. LXIII, no. 1, 1973, Pl. II."" -- top margin.",,,,cartographic image,Still image,Maps,Grayscale,"1:12,200,000 (E 70°--E 135°/N 55°--N 15°).",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014022872802124,"1 map ; 34 x 40 cm, folded to 19 x 15 cm",460 C-1953 1973,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030740,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1953 black-and-white Chinese population map uses dot sizes to show cities ranging from 25,000 to 5 million people.",,2024-06-19,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35255,35255,35216.jp2,/agdm/image/35216.jp2
China linguistic groups / G.P.O. Department of State Service Office,,China 1947,,United States. Government Printing Office,,1947,"Washington, D.C. : G.P.O.",Linguistic demography -- China -- Maps ; Languages -- China -- Maps;,Asia,China,,,,,"Shows linguistic groups: Tibeto-Chinese family, Altaic family, Southeast Asiatic family, Indo-European family, Intermixed other groups. ""Department of State, Map Division, 10409 April 1947."" Includes glossary of terms. In upper right corner: 10409. Gift from publisher 1947.",,,,cartographic image,Still image,Maps,Color;,"1:14,000,000. (E 68°--E 136°/N 52°--N 16°).",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014022872902124,1 map : color ; 31 x 38 cm,460 C-1947,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030738,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1947 China map highlights linguistic groups by geographic regions.,,2024-06-19,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35259,35259,35214.jp2,/agdm/image/35214.jp2
"China, ethnolinguistic groups",,China 1983,,United States. Central Intelligence Agency,,,"Washington, D.C. : Central Intelligence Agency",China -- Languages -- Maps ; Ethnology -- China -- Maps ;,Asia;,China,,,,,"""505631 (544126) 1-83."" Includes boundary note.",,,,cartographic image,Still image,Maps,Color,"1:30,000,000 (E 73°29ʹ00ʺ--E 134°46ʹ00ʺ/N 53°33ʹ00ʺ--N 8°50ʹ00ʺ).",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014022872602124,1 map : color ; on sheet 22 x 28 cm,460 C-1983,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030739,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A vintage 1983 map illustrates China's main ethnolinguistic families, including Sino-Tibetan and Altaic languages.",,2024-06-19,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35260,35260,35212.jp2,/agdm/image/35212.jp2
